Age,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10
,0.011086,0.012703,-0.017885,0.0033384,-0.016844,0.018164,-2.59E-05,0.0085252,-0.014939,-0.0055737
,0.012372,-0.0085331,-0.0075109,0.0011127,0.013026,0.0073855,-0.0010839,0.01018,0.0004814,-0.021952
,0.013007,-0.0069861,3.20E-05,-0.0021676,0.0046994,0.0017983,0.021954,0.01758,-0.011333,-0.0049482
,0.01144,-0.0030271,0.0026086,0.00024021,0.00249,0.012245,-0.0087763,-0.0023114,0.010941,-0.022458
,0.0003914,-0.0075166,-0.0044054,-0.013045,0.0086835,-0.0041228,-0.0023131,-0.0010476,0.0031385,0.025599
,-0.026014,-0.0013393,-0.012226,-0.0089649,-0.0095428,0.0026611,-0.010029,-0.0093832,0.0064421,0.019864
,-0.012641,-0.0027848,-0.011827,0.013861,0.010281,-0.045612,-0.0010756,-0.0042952,0.004054,0.012583
,0.016885,-0.0047367,0.00039442,0.0019705,0.00052666,0.0083906,-0.009659,-0.007998,-0.011292,0.011169
,0.015419,0.0033563,0.0020978,0.0067984,-0.0087349,0.0053515,-0.008979,-0.0032165,-0.020315,-0.0031316
,-0.010212,-0.0043295,-0.0051696,0.0073769,0.0010595,-0.0086255,0.016566,0.010274,-0.018143,0.0079534
,0.0052415,-0.0026431,-0.006145,0.012842,0.011415,-0.016672,0.020275,0.014803,-0.020645,0.0011407
,0.0091924,0.01367,0.018749,0.013255,-0.0050995,-0.0065959,0.015213,0.027143,0.0086734,0.011794
,0.01094,-0.0046596,0.0056825,0.00023568,0.0063988,0.0070485,-0.0062621,-0.0022701,-0.011442,-0.0016158
,-0.0063068,0.0036774,0.019518,0.010671,-0.0072079,-0.0039124,-0.00033462,0.0063791,-0.020836,-0.0065484
,0.032329,-0.00023352,0.0091904,-0.0091322,-0.015943,0.0073692,0.0025795,-0.013009,0.016321,0.011035
,-0.0081073,-0.00017116,0.0046234,0.017648,0.0040074,-0.020201,-0.014524,0.013804,-0.013516,-0.037405
,-0.0037247,0.0041402,-0.0013444,-0.0018219,-0.0035796,0.017656,-0.0086143,0.0066807,-0.0090582,0.0039588
,0.021084,0.018584,-0.0065199,0.014911,-0.028108,-0.0080404,-0.0050135,0.0096014,-0.0041744,0.0061136
,0.015917,-0.0077277,-0.018341,0.008479,-0.0030588,0.011135,0.023303,0.006216,0.011137,0.017068
,0.0024015,0.0036281,0.0030674,-0.00044758,0.0058957,-0.0018339,-0.014603,-0.0045105,-0.025611,0.00068827
,0.022189,0.012289,0.012782,-0.004954,-0.0094325,-0.0059504,-0.012767,0.010567,0.0010532,-0.033844
,0.013697,0.0026426,-0.0066043,0.0091538,-0.013825,-0.0039524,-0.012027,-0.024527,0.0037006,0.011124
,0.0033295,0.015457,0.022333,0.0065965,-0.026823,0.0029135,-0.0044807,0.0046316,-0.004528,0.0074952
,0.0060176,-0.03286,0.0029958,-0.021373,-0.0079902,-0.0018827,-0.015867,0.00045457,0.0023647,0.00040651
,0.0095568,0.0055475,-0.0068627,-0.0030563,-0.001338,0.015189,-0.019408,0.0059166,0.0040908,-0.022259
,0.010803,0.0016114,0.016387,0.0095964,0.0019161,0.022548,-0.024348,0.0090951,-0.017695,-0.0096742
,0.0038482,-0.011292,-0.011046,-0.017214,0.0076213,-0.008996,0.0050807,0.0080992,-0.016444,0.0010909
,0.010881,-0.0038416,-0.011373,-0.013197,-0.0010053,-0.0011879,-0.01003,-0.0020892,-0.015368,-0.0029536
,-0.00028058,-0.0053401,-0.018213,-0.0091051,0.0032452,0.00074378,0.0072947,0.0058553,0.0083622,0.011669
,0.010199,-0.0075598,0.0022017,-0.0077555,0.0093796,0.0088758,-0.0095186,-0.0069073,-0.021914,0.016738
,-0.011123,0.0023504,-0.030762,0.0054563,0.0037222,-0.019263,0.0045291,0.012814,0.0034359,0.0075823
,-0.0054126,-0.0064102,0.0060687,-0.0090061,0.014854,0.020974,0.003306,0.0068942,0.0011342,-0.0074284
,0.027805,0.011938,0.0094133,-0.0098206,-0.023021,0.0019699,0.014695,0.032932,-0.015024,-0.01854
,0.0068268,0.0053565,-0.010873,0.013031,-0.01351,0.0020861,0.01128,0.013376,-0.0071841,0.0045446
,0.018046,-0.0078562,-0.012153,-0.0041448,0.010797,0.012889,0.0105,3.14E-05,0.013181,0.0088782
,0.008839,0.0059746,0.0080013,-0.021791,0.010966,0.01344,0.0078392,0.0028066,-0.00069673,0.0034726
,-0.0035767,-0.0017123,-0.0070852,0.0097297,0.0063813,-0.025936,0.018605,0.010177,-0.027062,7.88E-05
,0.013013,0.0015113,-0.010583,-0.006893,0.0030466,0.003711,0.0029092,-0.0028729,0.0067079,0.0040576
,-0.019018,-0.0024002,-0.0028922,0.0036208,0.013288,-0.011319,-0.0084218,-0.0035944,-0.021719,-0.011748
,0.00088051,0.0035718,0.013025,-0.014969,0.012751,-0.0064522,-0.0099936,-0.0077119,0.020167,0.0041031
,-0.0052944,0.0098839,-0.00296,0.0025534,-0.029709,-0.021371,-0.0099582,-0.020711,0.0068314,0.014467
,-0.013971,0.0091322,0.0013618,-0.0015603,-0.0063667,-0.010224,-0.013567,-0.0030061,0.020198,0.00090181
,0.0098476,0.014307,0.014085,0.0025246,-0.0030335,-0.0068283,-0.0035797,0.0027606,0.018306,0.025489
,-0.0036689,0.0020412,-0.015344,-0.011125,0.0033649,-0.019404,-0.0065045,-0.0080014,0.0011677,0.01261
,0.00047944,-0.0035914,0.011053,-0.0052049,0.020649,0.013044,-0.010803,0.016362,-0.0091047,-0.0079656
,-0.0084982,-0.0014994,-0.017286,0.00082084,0.0106,-0.0018382,0.0072275,0.0061913,0.010018,-0.028145
,-0.0052924,0.0038425,0.023085,0.010146,0.00022684,-0.0041537,0.0023412,-0.0013558,-0.00073087,0.017785
,0.0060019,0.0026359,0.019641,-0.011136,-0.0075267,0.0067005,-0.013321,-0.038176,0.011431,-0.020122
,0.02222,-0.0011096,-0.0038507,-0.0080941,-0.022577,0.0083828,-0.0079267,-0.016219,0.017113,0.0050823
,0.013758,0.010189,0.026393,0.014738,-0.016894,-0.0067926,-0.0093979,-0.01335,-0.015595,0.0036222
